separator,schema,table_name,column_count,total_size,table_size,index_count,table_comment
--- TABLE ---,public,activity_logs,7,504 kB,288 kB,3,
--- TABLE ---,public,ai_requests,13,128 kB,8192 bytes,7,Tracks AI API requests for analytics and billing
--- TABLE ---,public,ai_settings,8,104 kB,8192 bytes,6,AI provider settings for users
--- TABLE ---,public,audit_logs,8,224 kB,104 kB,2,Application audit log for key security-sensitive actions.
--- TABLE ---,public,auto_reply_settings,22,40 kB,0 bytes,4,
--- TABLE ---,public,business_profile_history,8,1056 kB,344 kB,4,
--- TABLE ---,public,error_logs,24,88 kB,0 bytes,9,Centralized error logging for client and server-side errors
--- TABLE ---,public,gmb_accounts,18,312 kB,32 kB,13,
--- TABLE ---,public,gmb_locations,46,2928 kB,592 kB,38,Real-time enabled: Updates broadcast to subscribed clients
--- TABLE ---,public,gmb_media,13,4008 kB,1664 kB,15,Stores media items (photos/videos) from Google My Business locations
--- TABLE ---,public,gmb_metrics,10,96 kB,16 kB,3,
--- TABLE ---,public,gmb_performance_metrics,12,864 kB,192 kB,14,Stores daily performance metrics from Business Profile Performance API
--- TABLE ---,public,gmb_posts,24,120 kB,0 bytes,14,Stores GMB posts for composing and scheduling Business Profile posts
--- TABLE ---,public,gmb_questions,37,552 kB,48 kB,28,Real-time enabled: Changes broadcast to subscribed clients
--- TABLE ---,public,gmb_reviews,51,5784 kB,2312 kB,37,Stores Google My Business reviews with AI analysis and reply management
--- TABLE ---,public,gmb_search_keywords,12,6288 kB,1648 kB,13,Stores search keyword impressions from Business Profile Performance API
--- TABLE ---,public,gmb_sync_logs,12,624 kB,392 kB,3,
--- TABLE ---,public,notifications,18,64 kB,0 bytes,7,
--- TABLE ---,public,oauth_states,6,160 kB,24 kB,6,Stores temporary OAuth state parameters for secure OAuth flow
--- TABLE ---,public,performance_metrics,7,40 kB,0 bytes,4,
--- TABLE ---,public,profiles,10,168 kB,32 kB,6,
--- TABLE ---,public,rate_limit_requests,7,48 kB,0 bytes,5,
--- TABLE ---,public,sync_status,8,112 kB,16 kB,4,"Tracks GMB sync runs (status, progress, timings) for each user/account"
--- TABLE ---,public,weekly_task_recommendations,17,112 kB,8192 bytes,6,
separator,table_name,ordinal_position,column_name,data_type,full_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale,datetime_precision,underlying_type,column_comment
--- POLICY ---,public,ai_settings,ai_settings_insert_owner,PERMISSIVE,{authenticated},INSERT,,(( SELECT auth.uid() AS uid) = user_id)
--- POLICY ---,public,ai_settings,ai_settings_select_owner,PERMISSIVE,{authenticated},SELECT,(( SELECT auth.uid() AS uid) = user_id),
--- POLICY ---,public,ai_settings,ai_settings_update_owner,PERMISSIVE,{authenticated},UPDATE,(( SELECT auth.uid() AS uid) = user_id),(( SELECT auth.uid() AS uid) = user_id)
--- POLICY ---,public,audit_logs,Authenticated users can append audit logs,PERMISSIVE,{public},INSERT,,(auth.role() = 'authenticated'::text)
--- POLICY ---,public,audit_logs,Users can read their audit logs,PERMISSIVE,{public},SELECT,"(COALESCE(user_id, auth.uid()) = auth.uid())",
--- POLICY ---,public,auto_reply_settings,Users can manage their auto reply settings,PERMISSIVE,{public},ALL,(auth.uid() = user_id),(auth.uid() = user_id)
--- POLICY ---,public,business_profile_history,Users can insert history for their locations,PERMISSIVE,{public},INSERT,,"(location_id IN ( SELECT gmb_locations.id
   FROM gmb_locations
  WHERE (gmb_locations.user_id = auth.uid())))"
--- POLICY ---,public,business_profile_history,Users can view their own location history,PERMISSIVE,{public},SELECT,"(location_id IN ( SELECT gmb_locations.id
   FROM gmb_locations
  WHERE (gmb_locations.user_id = auth.uid())))",
--- POLICY ---,public,error_logs,Admins can update errors,PERMISSIVE,{authenticated},UPDATE,"(EXISTS ( SELECT 1
   FROM auth.users
  WHERE ((users.id = auth.uid()) AND ((users.raw_user_meta_data ->> 'role'::text) = 'admin'::text))))",
--- POLICY ---,public,error_logs,Admins can view all errors,PERMISSIVE,{authenticated},SELECT,"(EXISTS ( SELECT 1
   FROM auth.users
  WHERE ((users.id = auth.uid()) AND ((users.raw_user_meta_data ->> 'role'::text) = 'admin'::text))))",
--- POLICY ---,public,error_logs,Users can insert their own error logs,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,error_logs,Users can insert their own errors,PERMISSIVE,{authenticated},INSERT,,((auth.uid() = user_id) OR (user_id IS NULL))
--- POLICY ---,public,error_logs,Users can view their own error logs,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,error_logs,Users can view their own errors,PERMISSIVE,{authenticated},SELECT,(user_id = auth.uid()),
--- POLICY ---,public,gmb_accounts,Users can update own data,PERMISSIVE,{public},UPDATE,(user_id = auth.uid()),
--- POLICY ---,public,gmb_accounts,Users can view own data,PERMISSIVE,{public},SELECT,(user_id = auth.uid()),
--- POLICY ---,public,gmb_accounts,gmb_accounts_delete_own,PERMISSIVE,{authenticated},DELETE,(user_id = auth.uid()),
--- POLICY ---,public,gmb_accounts,gmb_accounts_insert_own,PERMISSIVE,{authenticated},INSERT,,(user_id = auth.uid())
--- POLICY ---,public,gmb_accounts,gmb_accounts_select_own,PERMISSIVE,{authenticated},SELECT,(user_id = auth.uid()),
--- POLICY ---,public,gmb_accounts,gmb_accounts_update_own,PERMISSIVE,{authenticated},UPDATE,(user_id = auth.uid()),(user_id = auth.uid())
--- POLICY ---,public,gmb_locations,Users can delete their own locations,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_locations,Users can insert their own locations,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,gmb_locations,Users can update their own locations,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_locations,Users can view their own locations,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,gmb_locations,gmb_locations_delete,PERMISSIVE,{authenticated},DELETE,"(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (gmb_accounts.user_id = ( SELECT auth.uid() AS uid))))",
--- POLICY ---,public,gmb_locations,gmb_locations_delete_owner,PERMISSIVE,{authenticated},DELETE,"(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (( SELECT auth.uid() AS uid) = gmb_accounts.user_id)))",
--- POLICY ---,public,gmb_locations,gmb_locations_insert,PERMISSIVE,{authenticated},INSERT,,"(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (gmb_accounts.user_id = ( SELECT auth.uid() AS uid))))"
--- POLICY ---,public,gmb_locations,gmb_locations_insert_owner,PERMISSIVE,{authenticated},INSERT,,"(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (( SELECT auth.uid() AS uid) = gmb_accounts.user_id)))"
--- POLICY ---,public,gmb_locations,gmb_locations_select,PERMISSIVE,{authenticated},SELECT,"(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (gmb_accounts.user_id = ( SELECT auth.uid() AS uid))))",
--- POLICY ---,public,gmb_locations,gmb_locations_select_owner,PERMISSIVE,{authenticated},SELECT,"(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (( SELECT auth.uid() AS uid) = gmb_accounts.user_id)))",
--- POLICY ---,public,gmb_locations,gmb_locations_update,PERMISSIVE,{authenticated},UPDATE,"(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (gmb_accounts.user_id = ( SELECT auth.uid() AS uid))))","(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (gmb_accounts.user_id = ( SELECT auth.uid() AS uid))))"
--- POLICY ---,public,gmb_locations,gmb_locations_update_owner,PERMISSIVE,{authenticated},UPDATE,"(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (( SELECT auth.uid() AS uid) = gmb_accounts.user_id)))","(gmb_account_id IN ( SELECT gmb_accounts.id
   FROM gmb_accounts
  WHERE (( SELECT auth.uid() AS uid) = gmb_accounts.user_id)))"
--- POLICY ---,public,gmb_media,Users can delete their own media,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_media,Users can insert their own media,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,gmb_media,Users can update their own media,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),(auth.uid() = user_id)
--- POLICY ---,public,gmb_media,Users can view their own media,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,gmb_performance_metrics,Users can delete their own performance metrics,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_performance_metrics,Users can insert their own performance metrics,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,gmb_performance_metrics,Users can update their own performance metrics,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_performance_metrics,Users can view their own performance metrics,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,gmb_posts,gmb_posts_delete_own,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_posts,gmb_posts_insert_own,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,gmb_posts,gmb_posts_select_own,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,gmb_posts,gmb_posts_update_own,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_questions,Users can delete their own questions,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_questions,Users can insert their own questions,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,gmb_questions,Users can update their own questions,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),(auth.uid() = user_id)
--- POLICY ---,public,gmb_questions,Users can view their own questions,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,gmb_reviews,Allow insert for service role,PERMISSIVE,{service_role},INSERT,,true
--- POLICY ---,public,gmb_reviews,Allow select for service role,PERMISSIVE,{service_role},SELECT,true,
--- POLICY ---,public,gmb_reviews,Allow update for service role,PERMISSIVE,{service_role},UPDATE,true,true
--- POLICY ---,public,gmb_reviews,Users can delete their own reviews,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_reviews,Users can insert their own reviews,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,gmb_reviews,Users can update their own reviews,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),(auth.uid() = user_id)
--- POLICY ---,public,gmb_reviews,Users can view their own reviews,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,gmb_search_keywords,Users can delete their own search keywords,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_search_keywords,Users can insert their own search keywords,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,gmb_search_keywords,Users can update their own search keywords,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),
--- POLICY ---,public,gmb_search_keywords,Users can view their own search keywords,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,notifications,System can insert notifications,PERMISSIVE,{public},INSERT,,true
--- POLICY ---,public,notifications,Users can delete own notifications,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,notifications,Users can delete their own notifications,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,notifications,Users can insert their own notifications,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,notifications,Users can update own notifications,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),
--- POLICY ---,public,notifications,Users can update their own notifications,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),
--- POLICY ---,public,notifications,Users can view own notifications,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,notifications,Users can view their own notifications,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,oauth_states,Users can delete their own oauth states,PERMISSIVE,{public},DELETE,(auth.uid() = user_id),
--- POLICY ---,public,oauth_states,Users can insert their own oauth states,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,oauth_states,Users can manage their own oauth states,PERMISSIVE,{public},ALL,(auth.uid() = user_id),(auth.uid() = user_id)
--- POLICY ---,public,oauth_states,Users can update their own oauth states,PERMISSIVE,{public},UPDATE,(auth.uid() = user_id),(auth.uid() = user_id)
--- POLICY ---,public,oauth_states,Users can view their own oauth states,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,performance_metrics,System can insert performance metrics,PERMISSIVE,{public},INSERT,,true
--- POLICY ---,public,performance_metrics,Users can insert their own metrics,PERMISSIVE,{public},INSERT,,(auth.uid() = user_id)
--- POLICY ---,public,performance_metrics,Users can view their own metrics,PERMISSIVE,{public},SELECT,(auth.uid() = user_id),
--- POLICY ---,public,performance_metrics,Users can view their own performance metrics,PERMISSIVE,{public},SELECT,((auth.uid() = user_id) OR (user_id IS NULL)),
--- POLICY ---,public,profiles,User can insert own profile,PERMISSIVE,{authenticated},INSERT,,(( SELECT auth.uid() AS uid) = user_id)
--- POLICY ---,public,profiles,User can update own profile,PERMISSIVE,{authenticated},UPDATE,(( SELECT auth.uid() AS uid) = user_id),(( SELECT auth.uid() AS uid) = user_id)
--- POLICY ---,public,profiles,User can view own profile,PERMISSIVE,{authenticated},SELECT,(( SELECT auth.uid() AS uid) = user_id),
--- POLICY ---,public,profiles,Users can insert their own profile,PERMISSIVE,{public},INSERT,,true
--- POLICY ---,public,profiles,profiles_delete_owner,PERMISSIVE,{authenticated},DELETE,(( SELECT auth.uid() AS uid) = id),
--- POLICY ---,public,profiles,profiles_insert_owner,PERMISSIVE,{authenticated},INSERT,,(( SELECT auth.uid() AS uid) = id)
--- POLICY ---,public,profiles,profiles_select_owner,PERMISSIVE,{authenticated},SELECT,(( SELECT auth.uid() AS uid) = id),
--- POLICY ---,public,profiles,profiles_update_owner,PERMISSIVE,{authenticated},UPDATE,(( SELECT auth.uid() AS uid) = id),(( SELECT auth.uid() AS uid) = id)
--- POLICY ---,public,rate_limit_requests,Users can manage their own rate limit records,PERMISSIVE,{public},ALL,(auth.uid() = user_id),
--- POLICY ---,public,sync_status,Users can manage their sync status,PERMISSIVE,{public},ALL,(auth.uid() = user_id),(auth.uid() = user_id)
--- POLICY ---,public,weekly_task_recommendations,Users manage their weekly tasks,PERMISSIVE,{public},ALL,(auth.uid() = user_id),(auth.uid() = user_id)
separator,schema,enum_name,value,sort_order
separator,schema,sequence_name,data_type,start_value,minimum_value,maximum_value,increment,cycle_option
separator,name,version,relocatable,description
--- EXTENSION ---,pg_cron,1.6.4,f,Job scheduler for PostgreSQL
--- EXTENSION ---,pg_graphql,1.5.11,f,pg_graphql: GraphQL support
--- EXTENSION ---,pg_net,0.19.5,f,Async HTTP
--- EXTENSION ---,pg_stat_statements,1.11,t,track planning and execution statistics of all SQL statements executed
--- EXTENSION ---,pg_trgm,1.6,t,text similarity measurement and index searching based on trigrams
--- EXTENSION ---,pgaudit,17.0,t,provides auditing functionality
--- EXTENSION ---,pgcrypto,1.3,t,cryptographic functions
--- EXTENSION ---,plpgsql,1.0,f,PL/pgSQL procedural language
--- EXTENSION ---,supabase_vault,0.3.1,f,Supabase Vault Extension
--- EXTENSION ---,uuid-ossp,1.1,t,generate universally unique identifiers (UUIDs)
separator,table_name,column_name,column_default
--- DEFAULT ---,activity_logs,id,gen_random_uuid()
--- DEFAULT ---,activity_logs,metadata,'{}'::jsonb
--- DEFAULT ---,activity_logs,actionable,false
--- DEFAULT ---,activity_logs,created_at,now()
--- DEFAULT ---,ai_requests,id,gen_random_uuid()
--- DEFAULT ---,ai_requests,prompt_tokens,0
--- DEFAULT ---,ai_requests,completion_tokens,0
--- DEFAULT ---,ai_requests,total_tokens,0
--- DEFAULT ---,ai_requests,cost_usd,0
--- DEFAULT ---,ai_requests,latency_ms,0
--- DEFAULT ---,ai_requests,success,true
--- DEFAULT ---,ai_requests,created_at,now()
--- DEFAULT ---,ai_settings,id,gen_random_uuid()
--- DEFAULT ---,ai_settings,is_active,false
--- DEFAULT ---,ai_settings,priority,999
--- DEFAULT ---,ai_settings,created_at,now()
--- DEFAULT ---,ai_settings,updated_at,now()
--- DEFAULT ---,audit_logs,id,gen_random_uuid()
--- DEFAULT ---,audit_logs,created_at,now()
--- DEFAULT ---,auto_reply_settings,id,gen_random_uuid()
--- DEFAULT ---,auto_reply_settings,enabled,false
--- DEFAULT ---,auto_reply_settings,min_rating,1
--- DEFAULT ---,auto_reply_settings,max_rating,5
--- DEFAULT ---,auto_reply_settings,use_ai,true
--- DEFAULT ---,auto_reply_settings,ai_tone,'professional'::text
--- DEFAULT ---,auto_reply_settings,created_at,now()
--- DEFAULT ---,auto_reply_settings,updated_at,now()
--- DEFAULT ---,auto_reply_settings,require_approval,false
--- DEFAULT ---,auto_reply_settings,auto_reply_1_star,true
--- DEFAULT ---,auto_reply_settings,auto_reply_2_star,true
--- DEFAULT ---,auto_reply_settings,auto_reply_3_star,true
--- DEFAULT ---,auto_reply_settings,auto_reply_4_star,true
--- DEFAULT ---,auto_reply_settings,auto_reply_5_star,true
--- DEFAULT ---,auto_reply_settings,response_style,'friendly'::text
--- DEFAULT ---,auto_reply_settings,response_delay_minutes,0
--- DEFAULT ---,auto_reply_settings,reply_to_positive,true
--- DEFAULT ---,auto_reply_settings,reply_to_neutral,false
--- DEFAULT ---,auto_reply_settings,reply_to_negative,false
--- DEFAULT ---,business_profile_history,id,gen_random_uuid()
--- DEFAULT ---,business_profile_history,created_at,now()
--- DEFAULT ---,error_logs,id,(gen_random_uuid())::text
--- DEFAULT ---,error_logs,level,'error'::text
--- DEFAULT ---,error_logs,timestamp,now()
--- DEFAULT ---,error_logs,created_at,now()
--- DEFAULT ---,error_logs,severity,3
--- DEFAULT ---,error_logs,resolved,false
--- DEFAULT ---,gmb_accounts,id,gen_random_uuid()
--- DEFAULT ---,gmb_accounts,last_sync,now()
--- DEFAULT ---,gmb_accounts,created_at,now()
--- DEFAULT ---,gmb_accounts,is_active,true
--- DEFAULT ---,gmb_accounts,updated_at,now()
--- DEFAULT ---,gmb_accounts,settings,'{}'::jsonb
--- DEFAULT ---,gmb_accounts,data_retention_days,30
--- DEFAULT ---,gmb_accounts,delete_on_disconnect,false
--- DEFAULT ---,gmb_locations,id,gen_random_uuid()
--- DEFAULT ---,gmb_locations,is_active,true
--- DEFAULT ---,gmb_locations,metadata,'{}'::jsonb
--- DEFAULT ---,gmb_locations,created_at,now()
--- DEFAULT ---,gmb_locations,updated_at,now()
--- DEFAULT ---,gmb_locations,business_hours,"'{""friday"": {""open"": ""09:00"", ""close"": ""17:00"", ""closed"": false}, ""monday"": {""open"": ""09:00"", ""close"": ""17:00"", ""closed"": false}, ""sunday"": {""open"": ""00:00"", ""close"": ""00:00"", ""closed"": true}, ""tuesday"": {""open"": ""09:00"", ""close"": ""17:00"", ""closed"": false}, ""saturday"": {""open"": ""10:00"", ""close"": ""16:00"", ""closed"": false}, ""thursday"": {""open"": ""09:00"", ""close"": ""17:00"", ""closed"": false}, ""wednesday"": {""open"": ""09:00"", ""close"": ""17:00"", ""closed"": false}}'::jsonb"
--- DEFAULT ---,gmb_locations,review_count,0
--- DEFAULT ---,gmb_locations,response_rate,0
--- DEFAULT ---,gmb_locations,is_syncing,false
--- DEFAULT ---,gmb_locations,status,'pending'::text
--- DEFAULT ---,gmb_locations,regularhours,'{}'::jsonb
--- DEFAULT ---,gmb_locations,health_score,0
--- DEFAULT ---,gmb_locations,is_archived,false
--- DEFAULT ---,gmb_locations,additional_categories,"COALESCE(ARRAY[]::text[], ARRAY[]::text[])"
--- DEFAULT ---,gmb_locations,from_the_business,"COALESCE(ARRAY[]::text[], ARRAY[]::text[])"
--- DEFAULT ---,gmb_locations,service_area_enabled,false
--- DEFAULT ---,gmb_locations,profile_completeness,0
--- DEFAULT ---,gmb_media,id,gen_random_uuid()
--- DEFAULT ---,gmb_media,metadata,'{}'::jsonb
--- DEFAULT ---,gmb_media,synced_at,now()
--- DEFAULT ---,gmb_metrics,id,gen_random_uuid()
--- DEFAULT ---,gmb_metrics,runs_count,0
--- DEFAULT ---,gmb_metrics,total_duration_ms,0
--- DEFAULT ---,gmb_metrics,total_items_count,0
--- DEFAULT ---,gmb_metrics,updated_at,now()
--- DEFAULT ---,gmb_metrics,created_at,now()
--- DEFAULT ---,gmb_performance_metrics,id,gen_random_uuid()
--- DEFAULT ---,gmb_performance_metrics,metric_value,0
--- DEFAULT ---,gmb_performance_metrics,sub_entity_type,'{}'::jsonb
--- DEFAULT ---,gmb_performance_metrics,metadata,'{}'::jsonb
--- DEFAULT ---,gmb_performance_metrics,synced_at,now()
--- DEFAULT ---,gmb_performance_metrics,created_at,now()
--- DEFAULT ---,gmb_performance_metrics,updated_at,now()
--- DEFAULT ---,gmb_posts,id,gen_random_uuid()
--- DEFAULT ---,gmb_posts,status,'draft'::text
--- DEFAULT ---,gmb_posts,created_at,now()
--- DEFAULT ---,gmb_posts,updated_at,now()
--- DEFAULT ---,gmb_posts,metadata,'{}'::jsonb
--- DEFAULT ---,gmb_posts,post_type,'whats_new'::text
--- DEFAULT ---,gmb_posts,is_archived,false
--- DEFAULT ---,gmb_questions,id,gen_random_uuid()
--- DEFAULT ---,gmb_questions,answer_status,'pending'::text
--- DEFAULT ---,gmb_questions,upvote_count,0
--- DEFAULT ---,gmb_questions,is_featured,false
--- DEFAULT ---,gmb_questions,is_hidden,false
--- DEFAULT ---,gmb_questions,language_code,'en'::text
--- DEFAULT ---,gmb_questions,metadata,'{}'::jsonb
--- DEFAULT ---,gmb_questions,created_at,now()
--- DEFAULT ---,gmb_questions,updated_at,now()
--- DEFAULT ---,gmb_questions,synced_at,now()
--- DEFAULT ---,gmb_questions,total_answer_count,0
--- DEFAULT ---,gmb_questions,status,'pending'::text
--- DEFAULT ---,gmb_questions,ai_answer_generated,false
--- DEFAULT ---,gmb_questions,is_archived,false
--- DEFAULT ---,gmb_reviews,id,gen_random_uuid()
--- DEFAULT ---,gmb_reviews,has_reply,false
--- DEFAULT ---,gmb_reviews,created_at,now()
--- DEFAULT ---,gmb_reviews,updated_at,now()
--- DEFAULT ---,gmb_reviews,status,'pending'::text
--- DEFAULT ---,gmb_reviews,has_response,false
--- DEFAULT ---,gmb_reviews,auto_reply_enabled,false
--- DEFAULT ---,gmb_reviews,is_verified_purchase,false
--- DEFAULT ---,gmb_reviews,ai_reply_generated,false
--- DEFAULT ---,gmb_reviews,synced_at,now()
--- DEFAULT ---,gmb_reviews,is_archived,false
--- DEFAULT ---,gmb_reviews,is_anonymized,false
--- DEFAULT ---,gmb_search_keywords,id,gen_random_uuid()
--- DEFAULT ---,gmb_search_keywords,impressions_count,0
--- DEFAULT ---,gmb_search_keywords,metadata,'{}'::jsonb
--- DEFAULT ---,gmb_search_keywords,synced_at,now()
--- DEFAULT ---,gmb_search_keywords,created_at,now()
--- DEFAULT ---,gmb_search_keywords,updated_at,now()
--- DEFAULT ---,gmb_sync_logs,id,gen_random_uuid()
--- DEFAULT ---,gmb_sync_logs,status,'started'::text
--- DEFAULT ---,gmb_sync_logs,started_at,now()
--- DEFAULT ---,gmb_sync_logs,counts,'{}'::jsonb
--- DEFAULT ---,gmb_sync_logs,metadata,'{}'::jsonb
--- DEFAULT ---,gmb_sync_logs,created_at,now()
--- DEFAULT ---,notifications,id,gen_random_uuid()
--- DEFAULT ---,notifications,read,false
--- DEFAULT ---,notifications,metadata,'{}'::jsonb
--- DEFAULT ---,notifications,created_at,now()
--- DEFAULT ---,notifications,updated_at,now()
--- DEFAULT ---,oauth_states,id,gen_random_uuid()
--- DEFAULT ---,oauth_states,used,false
--- DEFAULT ---,oauth_states,created_at,now()
--- DEFAULT ---,performance_metrics,id,gen_random_uuid()
--- DEFAULT ---,performance_metrics,timestamp,now()
--- DEFAULT ---,performance_metrics,metadata,'{}'::jsonb
--- DEFAULT ---,profiles,id,gen_random_uuid()
--- DEFAULT ---,profiles,created_at,now()
--- DEFAULT ---,profiles,updated_at,now()
--- DEFAULT ---,rate_limit_requests,id,gen_random_uuid()
--- DEFAULT ---,rate_limit_requests,created_at,now()
--- DEFAULT ---,sync_status,id,gen_random_uuid()
--- DEFAULT ---,sync_status,status,'pending'::text
--- DEFAULT ---,sync_status,progress,0
--- DEFAULT ---,sync_status,started_at,now()
--- DEFAULT ---,sync_status,meta,'{}'::jsonb
--- DEFAULT ---,weekly_task_recommendations,id,gen_random_uuid()
--- DEFAULT ---,weekly_task_recommendations,tasks,'[]'::jsonb
--- DEFAULT ---,weekly_task_recommendations,created_at,now()
--- DEFAULT ---,weekly_task_recommendations,priority,'medium'::text
--- DEFAULT ---,weekly_task_recommendations,effort_level,'moderate'::text
--- DEFAULT ---,weekly_task_recommendations,estimated_minutes,0
--- DEFAULT ---,weekly_task_recommendations,status,'pending'::text
--- DEFAULT ---,weekly_task_recommendations,updated_at,now()
separator,schema,type_name,attribute_name,attribute_type,attribute_order
--- COMPOSITE TYPE ---,public,activity_logs,id,uuid,1
--- COMPOSITE TYPE ---,public,activity_logs,user_id,uuid,2
--- COMPOSITE TYPE ---,public,activity_logs,activity_type,text,3
--- COMPOSITE TYPE ---,public,activity_logs,activity_message,text,4
--- COMPOSITE TYPE ---,public,activity_logs,metadata,jsonb,5
--- COMPOSITE TYPE ---,public,activity_logs,actionable,boolean,6
--- COMPOSITE TYPE ---,public,activity_logs,created_at,timestamp with time zone,7
--- COMPOSITE TYPE ---,public,ai_requests,id,uuid,1
--- COMPOSITE TYPE ---,public,ai_requests,user_id,uuid,2
--- COMPOSITE TYPE ---,public,ai_requests,location_id,uuid,3
--- COMPOSITE TYPE ---,public,ai_requests,provider,text,4
--- COMPOSITE TYPE ---,public,ai_requests,model,text,5
--- COMPOSITE TYPE ---,public,ai_requests,feature,text,6
--- COMPOSITE TYPE ---,public,ai_requests,prompt_tokens,integer,7
--- COMPOSITE TYPE ---,public,ai_requests,completion_tokens,integer,8
--- COMPOSITE TYPE ---,public,ai_requests,total_tokens,integer,9
--- COMPOSITE TYPE ---,public,ai_requests,cost_usd,"numeric(10,6)",10
--- COMPOSITE TYPE ---,public,ai_requests,latency_ms,integer,11
--- COMPOSITE TYPE ---,public,ai_requests,success,boolean,12
--- COMPOSITE TYPE ---,public,ai_requests,created_at,timestamp with time zone,13
--- COMPOSITE TYPE ---,public,ai_settings,id,uuid,1
--- COMPOSITE TYPE ---,public,ai_settings,user_id,uuid,2
--- COMPOSITE TYPE ---,public,ai_settings,provider,text,3
--- COMPOSITE TYPE ---,public,ai_settings,api_key,text,4
--- COMPOSITE TYPE ---,public,ai_settings,is_active,boolean,5
--- COMPOSITE TYPE ---,public,ai_settings,priority,integer,6
--- COMPOSITE TYPE ---,public,ai_settings,created_at,timestamp with time zone,7
--- COMPOSITE TYPE ---,public,ai_settings,updated_at,timestamp with time zone,8
--- COMPOSITE TYPE ---,public,audit_logs,id,uuid,1
--- COMPOSITE TYPE ---,public,audit_logs,user_id,uuid,2
--- COMPOSITE TYPE ---,public,audit_logs,action,character varying(100),3
--- COMPOSITE TYPE ---,public,audit_logs,resource_type,character varying(50),4
--- COMPOSITE TYPE ---,public,audit_logs,resource_id,character varying(255),5
--- COMPOSITE TYPE ---,public,audit_logs,metadata,jsonb,6
